Probe	ADCADN	ATRX	AUTS18	BAFopathy	BFLS	CdLS	CHARGE	Control	Down	Dup7	EEOC	FLHS	GTPTS	HMA	HVDAS_C	HVDAS_T	ICF1	ICF2_3_4	Kabuki	KDVS	Kleefstra	MRD51	MRX93	MRX97	MRXSCJ	MRXSN	MRXSSR	RMNS	RSTS	SBBYSS	SETD1B	Sotos	TBRS	WDSTS	Williams
cg24142464	0.259968	0.2036419	0.1644148	0.1956853	0.2082549	0.1774617	0.1922365	0.1913375	0.1551393	0.2147143	0.195139	0.1695594	0.1899173	0.2340506	0.1865589	0.2108658	0.2666333	0.1824748	0.1458526	0.1565118	0.1948751	0.2053431	0.2104514	0.1980457	0.1832784	0.2810928	0.2024461	0.1765658	0.1469609	0.1882993	0.3353676	0.2398027	0.1424445	0.1746893	0.2358808
cg18477674	0.2668416	0.4736226	0.4514472	0.4597696	0.4074865	0.4583926	0.4378715	0.4764995	0.6017182	0.5560853	0.5132288	0.4812274	0.4344941	0.5257227	0.5463124	0.5703931	0.2526111	0.5159598	0.4233157	0.3529856	0.4907045	0.4626573	0.543636	0.4576649	0.5666989	0.8628824	0.4525433	0.327951	0.4229819	0.4054046	0.8453416	0.3916732	0.2485969	0.5271734	0.5479329
cg18183624	NA	0.6499822	0.5299688	0.62999	0.6671657	0.5764346	0.5877167	0.6558123	0.6140503	0.7310033	0.6542835	0.6687691	0.5315984	0.5624853	0.6105056	0.5817487	0.7169505	0.61762	0.6571101	0.6857843	0.6005611	0.6163321	0.6151462	0.6461289	0.6582674	0.6373374	0.5940056	0.5833907	0.6108585	0.5256412	0.8133378	0.7142507	0.4357551	0.5679662	0.6471334
cg01701585	0.297809	0.178951	0.1604829	0.1702024	0.1407202	0.1589458	0.1748649	0.1777822	0.1642481	0.2034064	0.1413288	0.1373764	0.1300127	0.2269123	0.1653517	0.1795496	0.1708282	0.1631696	0.1451344	0.1621477	0.1798619	0.1966678	0.20531	0.1702628	0.154251	0.2766672	0.2072601	0.1579335	0.1452253	0.1620157	0.3444673	0.1786095	0.1418876	0.1575623	0.1840328
cg10942898	0.16518752	0.11136722	0.07801715	0.10542178	0.09867064	0.08988491	0.13354914	0.10598068	0.10869009	0.11478441	0.16404031	0.11438373	0.08807957	0.12170632	0.09993173	0.11039977	0.13194042	0.11315417	0.09151148	0.081253	0.11142857	0.11573223	0.1076161	0.11014584	0.11564421	0.17562081	0.13489061	0.07529933	0.07687907	0.09237375	0.25798774	0.13652868	0.08078273	0.11706497	0.12670901
cg12928471	0.4609391	0.2988918	0.3168535	0.3055819	0.2792357	0.3022041	0.310678	0.3190653	0.3170654	0.3123418	0.3068131	0.3692976	0.2931519	0.366795	0.2225175	0.3518879	0.3332877	0.2975525	0.293812	0.298653	0.3174366	0.3197348	0.3247183	0.3308006	0.309475	0.3659354	0.3422808	0.2731626	0.2989231	0.3165628	0.4554732	0.2846836	0.2556782	0.3130783	0.3516036
cg26777729	0.3264804	0.1723488	0.173285	0.1811848	0.1779171	0.1884883	0.1787963	0.2002409	0.2137206	0.1816194	0.182217	0.2153068	0.227638	0.2525491	0.1952816	0.1698141	0.1489817	0.2187365	0.1700111	0.1950869	0.1790401	0.2649238	0.2363109	0.2246018	0.2314232	0.397066	0.2006137	0.1497604	0.1833379	0.1622878	0.3767899	0.1470655	0.169993	0.2002321	0.1911957
cg04099180	0.1587423	0.13857648	0.08815569	0.08575523	0.07737153	0.10379172	0.11470959	0.08521017	0.09894345	0.09451088	0.06354819	0.0605028	0.08397695	0.12768315	0.13027944	0.08083403	0.09834712	0.06908761	0.10198509	0.06962057	0.09996483	0.09564176	0.10391849	0.08573717	0.0781254	0.08418422	0.11484833	0.07767678	0.0903035	0.07827341	0.25660065	0.12613928	0.07146003	0.08701104	0.0859622
cg09581226	0.7956748	0.6126268	0.6347084	0.6188652	0.6669873	0.5950698	0.6421212	0.6596386	0.6892318	0.6153776	0.6368379	0.6353932	0.6002611	0.5728181	0.6102871	0.6629226	0.4609377	0.6049195	0.5899612	0.6126933	0.6225944	0.6769848	0.6563254	0.6719913	0.6646524	0.586806	0.6574612	0.6136794	0.5946068	0.6666955	0.7980437	0.8000338	0.6282387	0.6231039	0.7654965
cg06473363	0.7496635	0.7321781	0.6736695	0.6885711	0.6778631	0.662981	0.7911671	0.7341071	0.7991807	0.8515398	0.8427124	0.6855306	0.6849585	0.5385717	0.6776044	0.6925525	0.6805445	0.7573419	0.6218003	0.602396	0.7180068	0.7188881	0.6429846	0.6930367	0.6981216	0.872341	0.6818719	0.5742572	0.6217745	0.7204626	0.9094672	0.8460442	0.6431975	0.6749675	0.7790625
cg00923744	0.19812206	0.1950022	0.17050205	0.16668093	0.10456524	0.18555054	0.19369887	0.1899951	0.20811937	0.23103433	0.23714271	0.16275269	0.16856024	0.2248717	0.16440448	0.21109357	0.15859689	0.22451305	0.1488569	0.12273478	0.17065764	0.17873473	0.20494309	0.18846521	0.17831185	0.24485091	0.20493852	0.09289715	0.14933668	0.20591483	0.3940167	0.14962145	0.08295083	0.22993102	0.19114248
cg15613761	0.6352356	0.5192785	0.5862385	0.5113216	0.4850769	0.4977319	0.5622321	0.5727504	0.5775977	0.5892865	0.5430991	0.58982	0.4815476	0.5017317	0.4767217	0.5354338	0.5743366	0.5726789	0.5285576	0.5141087	0.5615574	0.5847443	0.5370057	0.5617935	0.5573053	0.6112802	0.540911	0.3932054	0.4963203	0.5415931	0.697675	0.618412	0.4278218	0.5538413	0.6541282
cg15172734	0.7169188	0.8364908	0.8719523	0.8676215	0.8942521	0.917547	0.8988954	0.871745	0.904942	0.930895	0.8517717	0.8459417	0.9160705	0.8313866	0.8734185	0.8546526	0.788033	0.8811339	0.7944149	0.8986032	0.8841056	0.7865248	0.8373966	0.8550436	0.8819494	0.9828784	0.8666279	0.8037064	0.8098862	0.8777925	0.9835029	0.9241897	0.6561333	0.884186	0.9353781
cg09196386	0.18225565	0.14285127	0.10249466	0.13735303	0.08689079	0.10405761	0.14539759	0.12198234	0.13991222	0.14968979	0.09440372	0.10339025	0.09450314	0.18794968	0.15145671	0.09918959	0.12409393	0.12731994	0.1147089	0.12316297	0.13301058	0.14369222	0.15588383	0.11760539	0.13034924	0.20616973	0.1335873	0.07623137	0.11216457	0.12279498	0.31958453	0.09380426	0.09084601	0.12279708	0.11707117
cg14504499	0.21940656	0.16286088	0.13190805	0.13511505	0.12167115	0.13044158	0.13135413	0.1494028	0.12891759	0.17532102	0.12457498	0.14032519	0.10042086	0.16939897	0.13795153	0.15793196	0.1481973	0.14140744	0.12135902	0.10436003	0.15118367	0.16935881	0.1709073	0.16517536	0.1541276	0.22402955	0.17327525	0.12278619	0.11388666	0.12210652	0.28355344	0.13787713	0.09979548	0.13449188	0.14024077
cg05857643	NA	0.14114475	0.1098112	0.13137847	0.12197743	0.11450526	0.15575997	0.13932402	0.13151297	0.15015947	0.28886745	0.13139459	0.10887483	0.10810787	0.12756381	0.13324193	0.13990992	0.11807338	0.11354722	0.13915437	0.1465792	0.11822961	0.12047947	0.13500946	0.13762084	0.27652575	0.15713092	0.08821842	0.11392562	0.10015407	0.32023408	0.19547981	0.09710166	0.11094182	0.16334275
cg01188914	0.6781367	0.5383458	0.511537	0.5042831	0.5358387	0.5169872	0.5288729	0.5315649	0.3838666	0.5806281	0.4472165	0.48433	0.4739479	0.5467934	0.4872332	0.5529909	0.580307	0.5249794	0.5607997	0.4824877	0.506789	0.5422474	0.5536571	0.5121258	0.4426742	0.5600068	0.5269861	0.4953613	0.5284768	0.4996762	0.6762529	0.5592819	0.423727	0.502206	0.5547785
cg18449062	0.5951139	0.4305855	0.4340828	0.4416897	0.4196867	0.4430159	0.4699147	0.4599269	0.4415047	0.4684937	0.4118794	0.4673376	0.4901903	0.460737	0.4253636	0.4324652	0.4982921	0.449217	0.471193	0.4322538	0.4273728	0.4498261	0.4568301	0.448364	0.4706045	0.5037256	0.4428288	0.4420551	0.4383395	0.4599299	0.5925451	0.4659321	0.3513401	0.4311515	0.5038105
cg11073255	0.23937321	0.15436023	0.1064247	0.14041992	0.15673746	0.13576653	0.16481856	0.15184797	0.12658878	0.2080946	0.14155159	0.10280876	0.11712325	0.23067471	0.13960067	0.18993965	0.2011892	0.13383398	0.13533416	0.11992428	0.15819395	0.18036149	0.18309709	0.14965284	0.15747085	0.28868979	0.15358222	0.06604725	0.12681911	0.14270066	0.31443062	0.14390832	0.08632399	0.15261567	0.14567541
cg20016023	0.4720332	0.4851161	0.4053644	0.4629824	0.3481051	0.4153444	0.4558077	0.4742289	0.4699552	0.5856497	0.5547742	0.4435183	0.3673734	0.4455136	0.4115447	0.5324478	0.2828985	0.4674489	0.3233686	0.416229	0.5006902	0.4451738	0.4436606	0.4492323	0.4854334	0.7460241	0.5049397	0.3459832	0.3205498	0.3761034	0.7038799	0.5255192	0.4068947	0.4318106	0.4265938
cg02118194	0.6812677	0.5061315	0.5276674	0.5088284	0.4628244	0.4777685	0.540175	0.5468411	0.5451809	0.5704339	0.5264029	0.5487669	0.4803574	0.4887364	0.4557252	0.5340989	0.577212	0.5467406	0.4984115	0.4792856	0.527014	0.56802	0.5214161	0.5401337	0.5311893	0.5811534	0.540281	0.4388185	0.4649634	0.521794	0.6473146	0.5854724	0.4182444	0.5262261	0.5962609
cg13003054	0.20079226	0.13217583	0.11385176	0.123456	0.11648065	0.10728549	0.11686587	0.12032183	0.13833943	0.12718646	0.10492755	0.09424168	0.08173679	0.13768703	0.11210625	0.11767713	0.13766964	0.11440363	0.11586456	0.10247693	0.13693662	0.15916649	0.16512399	0.14171024	0.09671815	0.25975998	0.14686696	0.10294286	0.10915795	0.11940477	0.2572138	0.14762766	0.1048781	0.12680641	0.13914681
cg16931076	0.3439103	0.3082149	0.3158962	0.3123663	0.2907465	0.2890754	0.3367326	0.2943211	0.334255	0.3202931	0.2758437	0.2728471	0.3156142	0.2910083	0.2800833	0.2985747	0.2928272	0.2690561	0.2711053	0.2809473	0.3090233	0.2480575	0.3117249	0.2842939	0.3142285	0.3448411	0.3131564	0.2645373	0.2305637	0.3407782	0.42517	0.3663057	0.2533328	0.2945647	0.3630109
cg07676709	0.6977915	0.5608057	0.4644001	0.5705134	0.5036619	0.5813909	0.6076367	0.5854951	0.5570172	0.6839132	0.5003376	0.5092726	0.517171	0.6076283	0.6562214	0.5342904	0.648852	0.5835871	0.5912854	0.485537	0.5780069	0.557217	0.5802988	0.5392278	0.5206675	0.5630736	0.5460478	0.5332202	0.5554282	0.5065958	0.7684378	0.5424016	0.4148397	0.5662499	0.6011852
cg01869186	0.4432858	0.3387505	0.3419107	0.3739322	0.3641921	0.367979	0.3340721	0.3376604	0.2648585	0.3606003	0.33581	0.2960321	0.3137413	0.4094357	0.3511265	0.3691998	0.3489202	0.3191458	0.3827185	0.3364659	0.3550354	0.3358394	0.3689873	0.3343052	0.3388303	0.4066427	0.3366293	0.2726144	0.3316877	0.3482844	0.4825194	0.2807936	0.2758672	0.3514464	0.3507654
cg07239110	0.13705431	0.08697777	0.0656838	0.07821877	0.07110108	0.06980557	0.07372656	0.0714702	0.07692528	0.06800176	0.05987479	0.07629064	0.06419018	0.11305677	0.07657181	0.07880163	0.07567466	0.06458838	0.06881409	0.05893074	0.08507438	0.11188907	0.11978366	0.09020382	0.0728217	0.0861453	0.09759445	0.08289323	0.065385	0.07667835	0.18854626	0.08104614	0.07252429	0.07300348	0.08207179
cg20987067	0.7253917	0.6006913	0.5845215	0.6337596	0.6505227	0.6307423	0.669134	0.6386685	0.5914988	0.5875206	0.5732537	0.6076378	0.585814	0.599806	0.5937641	0.6271908	0.5305233	0.595219	0.5672595	0.6538528	0.6056809	0.6552919	0.6391873	0.6405622	0.6385016	0.7124076	0.6725312	0.6426173	0.5923667	0.5800325	0.7664312	0.6850141	0.5980638	0.5904136	0.679253
cg16704889	0.7969439	0.7405454	0.6119296	0.6634659	0.5409594	0.6851233	0.7247499	0.6734427	0.7166813	0.7180198	0.6310867	0.5915869	0.6639607	0.7208083	0.6618882	0.6902678	0.6583429	0.7144269	0.716862	0.5977129	0.6675813	0.6465861	0.6533339	0.6511133	0.633165	0.7695251	0.7218673	0.5693505	0.6712455	0.6672788	0.8292564	0.7333611	0.5547479	0.6584241	0.7511015
cg15468180	0.2216862	0.180931	0.1409934	0.1538475	0.1429333	0.1443658	0.1469533	0.1518391	0.1685172	0.1592163	0.1737563	0.1841119	0.1391854	0.174535	0.1529041	0.1530923	0.1617756	0.1443462	0.134408	0.1138137	0.1515918	0.1787543	0.19419	0.1789345	0.1415695	0.2464774	0.1836738	0.114114	0.1377293	0.1526955	0.2807005	0.1738263	0.1217796	0.1647436	0.1727567
cg06930433	NA	0.4136142	0.4356519	0.4375794	0.3492024	0.4710972	0.5126531	0.449781	0.429855	0.44823	0.4523506	0.4533479	0.4833896	0.4421976	0.4285368	0.4617216	0.5128625	0.4749684	0.4267758	0.481644	0.4372526	0.4343262	0.4318308	0.4544573	0.4611022	0.5466873	0.4567037	0.3857121	0.3959211	0.4457567	0.6124425	0.4089189	0.3620633	0.44469	0.4488504
cg16034652	NA	0.5360025	0.4608684	0.51373	0.4885971	0.5260421	0.5604062	0.5422208	0.5300463	0.5777564	0.5294457	0.5163796	0.5124007	0.5482816	0.4873659	0.5118384	0.549202	0.531721	0.5116443	0.4507388	0.5165078	0.5094282	0.4883295	0.5024031	0.5325011	0.630644	0.5098799	0.3884855	0.4829481	0.4988604	0.6895664	0.4732522	0.4375888	0.5447091	0.5101082
cg14653977	0.5861279	0.510974	0.5546174	0.5075317	0.4798999	0.5186591	0.5246078	0.538168	0.5639642	0.5640307	0.5057822	0.4832224	0.4441187	0.5595982	0.5278809	0.5204503	0.4792085	0.4972927	0.5919638	0.5386561	0.5357608	0.5321838	0.4891312	0.5249596	0.5074074	0.5715439	0.5212278	0.4296445	0.4969867	0.5262447	0.6713464	0.5217619	0.4308781	0.5153713	0.5762099
cg09594873	0.18221075	0.10319216	0.08756218	0.08341621	0.05829229	0.07515529	0.09441077	0.08736507	0.09685652	0.09639924	0.07509503	0.08019516	0.07901494	0.12299788	0.0830278	0.08062283	0.11499337	0.09580351	0.07791097	0.07311702	0.09434006	0.09641062	0.106793	0.09036903	0.06681834	0.12454682	0.10680128	0.05862816	0.07279377	0.08805465	0.17472909	0.10319988	0.07023841	0.09360688	0.09981452
cg02582963	0.6280456	0.3782142	0.4246469	0.4180204	0.3998374	0.4091505	0.4039659	0.4277514	0.4363314	0.4514083	0.4300846	0.4689765	0.4309415	0.4740007	0.404989	0.3807507	0.4111788	0.4392818	0.4047088	0.455963	0.434185	0.453949	0.4348751	0.4790727	0.4946379	0.5812566	0.437296	0.4066164	0.4059305	0.3845257	0.5738262	0.3421252	0.3616037	0.4206863	0.409204
cg19961766	0.5835232	0.4995187	0.4646959	0.526321	0.3611348	0.5292996	0.56556	0.5384452	0.5280204	0.5480543	0.6272466	0.4275175	0.5002584	0.5080921	0.5124607	0.5192775	0.5404322	0.5529675	0.5280682	0.5101431	0.5374523	0.5330518	0.5118141	0.5320287	0.571644	0.6710628	0.5124796	0.3479765	0.4907639	0.5588016	0.7108926	0.5038556	0.4384685	0.5569735	0.5314875
cg19389372	0.31913834	0.37203111	0.41982808	0.47131839	0.46251264	0.51178573	0.50865393	0.50082118	0.49326699	0.59245128	0.48350329	0.30439762	0.56369922	0.86886901	0.50961537	0.45978442	0.32495456	0.52752519	0.60144886	0.53135909	0.5103807	0.57766403	0.50224929	0.38808726	0.45538707	0.51755043	0.4284173	0.3041553	0.51628936	0.51992896	0.54196467	0.06827614	0.38794119	0.52247111	0.53170734
cg07786675	0.837691	0.8933902	0.9037505	0.9247576	0.9198819	0.9114606	0.921562	0.9238251	0.9126057	0.9489572	0.911046	0.8664075	0.9161772	0.8980805	0.9041229	0.8880553	0.8883096	0.937397	0.9214288	0.9407438	0.9153307	0.8958373	0.8888727	0.868656	0.9210382	0.9378782	0.905472	0.8914839	0.9172254	0.9230976	0.920325	0.5481576	0.8654745	0.9159178	0.940834
cg09089451	0.8177233	0.8734092	0.8222028	0.8738054	0.7925788	0.8462242	0.8687536	0.8673901	0.8726977	0.8857022	0.8539771	0.8804017	0.8346381	0.8792768	0.8636316	0.744218	0.8132103	0.8829351	0.87411	0.8696218	0.8405752	0.8586499	0.8000389	0.7788647	0.8534889	0.7611691	0.8334444	0.7588025	0.8560166	0.8525724	0.8677653	0.4001165	0.7641966	0.8362153	0.8881795
cg15371801	0.52006808	0.48894272	0.52475912	0.61153107	0.53103977	0.53718294	0.57784512	0.58075844	0.54996073	0.65291833	0.55008461	0.56758692	0.53167615	0.82644736	0.60360348	0.5048058	0.55301266	0.59655505	0.64746429	0.53117879	0.5977783	0.59716614	0.55855774	0.403158	0.35190383	0.6006579	0.54760119	0.44880195	0.56192678	0.5900392	0.5657394	0.04804326	0.4493485	0.55253162	0.6308446
cg02754470	0.8061724	0.6700825	0.7597105	0.8083763	0.7411718	0.7305052	0.7637972	0.7722052	0.6487762	0.8118081	0.8142552	0.8084759	0.6773773	0.8662382	0.8053193	0.767884	0.6634555	0.7608119	0.7171691	0.7762459	0.7995157	0.7755776	0.7787172	0.7297543	0.6879878	0.8175809	0.8119413	0.697895	0.8118226	0.8082769	0.827568	0.3753728	0.684396	0.8076171	0.8205498
cg02477448	0.9861677	0.8438237	0.8402307	0.8655947	0.8615259	0.8471552	0.8808706	0.8812715	0.8834065	0.9051038	0.8612485	0.8131431	0.8735553	0.8637067	0.8466409	0.8564817	0.9005731	0.8970214	0.871303	0.8634563	0.8481155	0.8502961	0.8406173	0.8544751	0.8748979	0.8467146	0.8539862	0.8182397	0.8512565	0.8558949	0.8681837	0.546054	0.786564	0.8279051	0.904159
cg00549574	NA	0.6980833	0.7341954	0.8271342	0.7259945	0.8089266	0.8923913	0.8265047	0.8672063	0.9114709	0.8151852	0.8119969	0.8434301	0.9055331	0.8523252	0.7506776	0.7145476	0.7524461	0.8861503	0.8333633	0.8087398	0.7696993	0.7815712	0.7531197	0.7524875	0.8377968	0.7846812	0.6523706	0.8365266	0.7810294	0.8321969	0.382027	0.6463456	0.8157633	0.8688922
cg01342115	0.6513926	0.4806384	0.4944012	0.5214084	0.5523222	0.4763987	0.5423883	0.5721205	0.6103921	0.6279275	0.5021427	0.6475801	0.4639635	0.7387126	0.5819503	0.379291	0.6875702	0.6718572	0.5465432	0.5598198	0.5169765	0.5747154	0.5536248	0.4262925	0.5849051	0.4743393	0.5228621	0.345508	0.5185204	0.5791712	0.4844857	0.1288574	0.3329538	0.5242417	0.6265725
cg06154311	0.841416	0.5763514	0.6468953	0.7002922	0.651538	0.7250567	0.6818038	0.7138332	0.7301661	0.7720083	0.7311426	0.7588623	0.7482519	0.8308975	0.7095411	0.6437091	0.670308	0.6601063	0.6773624	0.7622559	0.559388	0.7253838	0.7111977	0.4882131	0.7806029	0.7819097	0.6375395	0.735808	0.6096722	0.6733408	0.7818586	0.2198017	0.5387468	0.6324757	0.6567417
cg21215576	0.7118974	0.7360986	0.7507029	0.7202428	0.6638075	0.6738427	0.7512956	0.7547573	0.7286697	0.7558661	0.7719058	0.79818	0.7510547	0.8296088	0.6901163	0.7724747	0.6901255	0.7880317	0.7792229	0.8303261	0.7060403	0.7427336	0.7552841	0.6486488	0.7823878	0.7384945	0.7191501	0.6281299	0.7506608	0.7610031	0.7284255	0.2859558	0.5627889	0.6723722	0.8146882
cg05225634	0.832741	0.8152297	0.8758233	0.891667	0.9014839	0.8756097	0.9079623	0.8570789	0.7701033	0.88766	0.8822041	0.8746355	0.8530126	0.9280816	0.9103101	0.8795847	0.8451814	0.8615073	0.8602846	0.897978	0.8994817	0.8346601	0.8642148	0.8112563	0.7809038	0.8722173	0.8066812	0.8170682	0.8558823	0.921965	0.8921124	0.3268613	0.7403416	0.8957496	0.8952762
cg26218577	0.4958806	0.4180713	0.4339179	0.5454535	0.4174464	0.4792746	0.5072461	0.5134337	0.5011879	0.5571898	0.4910724	0.5014071	0.4598336	0.7832195	0.4336853	0.4812811	0.4410641	0.5314969	0.5076222	0.5124257	0.4793939	0.4147414	0.5054152	0.4331104	0.2748714	0.6980992	0.4251775	0.2970844	0.4493926	0.5291761	0.5317366	0.1024473	0.3966299	0.5336073	0.5797869
cg05413199	0.6917737	0.6417508	0.7108151	0.7377635	0.6850461	0.6662651	0.7386521	0.7516283	0.7527632	0.8064407	0.7154896	0.7577504	0.7185105	0.8008475	0.7326225	0.7411824	0.755846	0.7117899	0.6792085	0.85558	0.6939616	0.7357336	0.7499402	0.6228277	0.7853326	0.7865479	0.7039198	0.792297	0.6907752	0.7682416	0.747081	0.3392191	0.5478429	0.6367253	0.7138896
cg03329019	0.6624999	0.6799221	0.704469	0.7178678	0.6217288	0.6440484	0.6629194	0.7166261	0.6785966	0.7395768	0.7023439	0.7335902	0.6905731	0.7427247	0.6822519	0.7088811	0.7249669	0.6837497	0.7225558	0.7476612	0.6747601	0.7003636	0.6993488	0.686043	0.6211151	0.669624	0.677998	0.6410004	0.6933838	0.6676658	0.7495559	0.3624322	0.5521147	0.610511	0.7724736
cg15477144	0.6386462	0.5685433	0.6452075	0.7329525	0.6833977	0.626413	0.6302909	0.6567377	0.6651591	0.6715049	0.6561072	0.52647	0.5862705	0.8791799	0.6454221	0.5775708	0.6328756	0.8050748	0.6988171	0.6750544	0.6683987	0.6599609	0.6919092	0.6322146	0.5205302	0.540304	0.6658615	0.4671146	0.6328073	0.6849183	0.6752093	0.1548765	0.5361363	0.6577503	0.768058
cg25037000	0.862722	0.7027317	0.7788376	0.7876503	0.7727015	0.7424585	0.7410049	0.7675362	0.7183244	0.8102136	0.7814948	0.7352747	0.7653579	0.8006808	0.7515098	0.7729951	0.7250914	0.6605188	0.7590485	0.7921581	0.7445548	0.7552121	0.7662111	0.7400712	0.7676638	0.771028	0.7837361	0.7772258	0.7527192	0.7521843	0.8106455	0.4137814	0.6855184	0.7388555	0.8024897
cg20703261	0.8646211	0.7588494	0.8413655	0.8166601	0.7054532	0.8361606	0.8520297	0.8350679	0.7362099	0.862631	0.8704432	0.8225917	0.8666345	0.8133533	0.8310076	0.7699974	0.8579328	0.8232058	0.7851374	0.8396088	0.7603431	0.824382	0.8088771	0.8063998	0.8396146	0.8545866	0.7817497	0.8199192	0.7935563	0.8653686	0.8193103	0.3712457	0.7437066	0.7523117	0.8787819
cg05412788	0.9582274	0.7458555	0.8424548	0.8699144	0.8174069	0.8383643	0.8688111	0.8774523	0.9310142	0.9091559	0.8678251	0.9025813	0.8563391	0.9368708	0.8575081	0.8290049	0.7475201	0.8965354	0.8711757	0.8564578	0.8729829	0.8819664	0.8553671	0.8204123	0.9143472	0.8600238	0.8582237	0.7655761	0.8676823	0.8781335	0.8874084	0.3944026	0.7445515	0.8381062	0.8616009
cg25968569	NA	0.6217984	0.5561036	0.6653797	0.3714809	0.5560808	0.6185844	0.6986273	0.776952	0.8141519	0.6610741	0.7970499	0.6273425	0.7943261	0.6547424	0.6254619	0.7006122	0.7439754	0.6439064	0.7279587	0.6677699	0.6870917	0.6350668	0.6774145	0.6969366	0.6949114	0.6083145	0.4506374	0.6565058	0.6516322	0.7176924	0.20912	0.3498364	0.5851205	0.6650949
cg08234689	0.6485161	0.5123442	0.5299801	0.626215	0.4957287	0.4942543	0.7195071	0.6454175	0.6119105	0.6679243	0.5933288	0.6647235	0.626467	0.8648213	0.7022539	0.5127264	0.5700911	0.6698731	0.7040251	0.6424695	0.5711884	0.6266587	0.5631465	0.4992302	0.4362019	0.5862533	0.5157624	0.3976196	0.6048284	0.6627977	0.658617	0.1321815	0.374158	0.5548045	0.7698771
cg07816556	NA	0.7031545	0.746092	0.8004228	0.67742	0.7684961	0.812762	0.7872708	0.7633916	0.7660231	0.7937696	0.696149	0.7821913	0.8539856	0.7181315	0.7415049	0.8334507	0.8393309	0.7791572	0.757846	0.7707663	0.7541946	0.7544704	0.7782063	0.5728903	0.7884302	0.771118	0.5880395	0.765884	0.8247697	0.8199998	0.2287494	0.592639	0.7493287	0.8151592
cg21778193	0.6890056	0.7685898	0.7503497	0.8310742	0.7221463	0.7581612	0.8189675	0.8134313	0.8239987	0.8806205	0.8514544	0.7164961	0.8044905	0.9379067	0.8426732	0.7503966	0.5441532	0.8481755	0.8314499	0.874676	0.7418454	0.7869448	0.771454	0.6997937	0.8558145	0.8079437	0.8606185	0.7217279	0.8168859	0.8553092	0.7924175	0.3279669	0.6232908	0.7713872	0.8180563
cg11541486	0.32910712	0.25671115	0.2918495	0.36792902	0.29758918	0.30736791	0.34456912	0.35234111	0.40627735	0.36831904	0.32860934	0.43860895	0.37232627	0.4938131	0.45240074	0.24881235	0.35475619	0.32014047	0.38833535	0.3505584	0.27729411	0.36525106	0.36643243	0.25343824	0.40994011	0.33709513	0.2845965	0.32211757	0.33661365	0.33622356	0.36735221	0.08533206	0.21483378	0.33833407	0.36036302
cg20871559	0.7572938	0.7419236	0.7619128	0.7891654	0.740133	0.7690413	0.8260717	0.7989699	0.749463	0.8405795	0.7482502	0.7924804	0.7947633	0.8074282	0.782318	0.7604218	0.8195067	0.6883859	0.7942636	0.8188341	0.7396995	0.7425753	0.7564531	0.679013	0.8045529	0.7395728	0.7479332	0.7831915	0.7705612	0.7743579	0.7658674	0.4509798	0.642765	0.720443	0.8381426
cg25240254	0.6813315	0.5904133	0.6588157	0.6741918	0.6154824	0.6550467	0.634765	0.6531742	0.6681279	0.6986425	0.6213301	0.5738248	0.6016621	0.8419176	0.6734926	0.6070209	0.437676	0.6664199	0.6849734	0.751073	0.6289934	0.6531515	0.6382848	0.509666	0.689939	0.6182743	0.7331517	0.6006501	0.6305677	0.7102518	0.6383496	0.2367808	0.4622849	0.6422378	0.6600034
